,path,label,pca_Features
17845,s3://p8marionflore/Test/Pomelo Sweetie/r_182_100.jpg,Pomelo Sweetie,"[2.760951084408237,-5.384235798097686]"
17846,s3://p8marionflore/Test/Guava/68_100.jpg,Guava,"[-0.6776156404203103,-2.6417441250740263]"
17847,s3://p8marionflore/Test/Tomato Heart/r2_0_100.jpg,Tomato Heart,"[4.855550554172914,6.994186887735166]"
17848,s3://p8marionflore/Test/Plum/r_63_100.jpg,Plum,"[5.954516315832159,10.801496431332424]"
17849,s3://p8marionflore/Test/Pepper Orange/r2_273_100.jpg,Pepper Orange,"[4.189837189171452,3.1443039618507336]"
17850,s3://p8marionflore/Test/Tomato not Ripened/r_244_100.jpg,Tomato not Ripened,"[2.117633098193395,3.247937506845871]"
17851,s3://p8marionflore/Test/Apple Red 1/72_100.jpg,Apple Red 1,"[5.25391973938392,1.012757073659512]"
17852,s3://p8marionflore/Test/Strawberry/r_62_100.jpg,Strawberry,"[-3.1373679091697024,3.772499555784869]"
17853,s3://p8marionflore/Test/Huckleberry/r_36_100.jpg,Huckleberry,"[5.724024510511907,9.090549461774172]"
17854,s3://p8marionflore/Test/Kiwi/57_100.jpg,Kiwi,"[-3.685529139930898,4.549685141407109]"
17855,s3://p8marionflore/Test/Tomato not Ripened/r_13_100.jpg,Tomato not Ripened,"[-0.7263078134078791,3.1408728965125277]"
17856,s3://p8marionflore/Test/Kiwi/63_100.jpg,Kiwi,"[-2.6974808252787543,4.912315203316796]"
17857,s3://p8marionflore/Test/Walnut/r2_126_100.jpg,Walnut,"[-1.8222050794840243,9.015731042129062]"
17858,s3://p8marionflore/Test/Plum/r_324_100.jpg,Plum,"[7.213869956172621,6.467699889272678]"
17859,s3://p8marionflore/Test/Pomelo Sweetie/r_188_100.jpg,Pomelo Sweetie,"[1.8000860267488878,-4.746109116025201]"
17860,s3://p8marionflore/Test/Plum/r_62_100.jpg,Plum,"[5.4302601788838185,7.869434322990486]"
17861,s3://p8marionflore/Test/Rambutan/r_203_100.jpg,Rambutan,"[-2.7547098725925885,8.40630553679228]"
17862,s3://p8marionflore/Test/Eggplant/r_243_100.jpg,Eggplant,"[-3.1847405352063927,9.935360981917276]"
17863,s3://p8marionflore/Test/Tomato Heart/254_100.jpg,Tomato Heart,"[6.786499993031157,7.957615628999528]"
17864,s3://p8marionflore/Test/Strawberry Wedge/145_100.jpg,Strawberry Wedge,"[0.1796738252974049,3.897220329419595]"
17865,s3://p8marionflore/Test/Strawberry/r_73_100.jpg,Strawberry,"[-3.715218702656449,4.229111043255075]"
17866,s3://p8marionflore/Test/Fig/r_201_100.jpg,Fig,"[-0.00026027172668811047,9.179315950003291]"
17867,s3://p8marionflore/Test/Melon Piel de Sapo/r2_270_100.jpg,Melon Piel de Sapo,"[-4.063509795761955,9.71728356311186]"
17868,s3://p8marionflore/Test/Melon Piel de Sapo/r2_254_100.jpg,Melon Piel de Sapo,"[-3.7280826863252323,8.760199856923922]"
17869,s3://p8marionflore/Test/Potato White/196_100.jpg,Potato White,"[-5.227261601636328,0.008477171209046175]"
17870,s3://p8marionflore/Test/Avocado/r_4_100.jpg,Avocado,"[-0.4705683293301708,10.275042645369698]"
17871,s3://p8marionflore/Test/Pear/326_100.jpg,Pear,"[-1.4325510462025794,-3.5581742312329134]"
17872,s3://p8marionflore/Test/Tomato Heart/r2_261_100.jpg,Tomato Heart,"[5.602420989872999,7.481309680856688]"
17873,s3://p8marionflore/Test/Mango Red/r_39_100.jpg,Mango Red,"[7.778684518183896,1.2296643262379934]"
17874,s3://p8marionflore/Test/Huckleberry/r_235_100.jpg,Huckleberry,"[4.8271838312617925,11.889645950834163]"
17875,s3://p8marionflore/Test/Fig/r_213_100.jpg,Fig,"[-0.3501071088024739,6.25227620000673]"
17876,s3://p8marionflore/Test/Fig/r_276_100.jpg,Fig,"[0.7838453673094159,5.655828013978764]"
17877,s3://p8marionflore/Test/Potato White/14_100.jpg,Potato White,"[-4.52669021066737,1.0496517555073608]"
17878,s3://p8marionflore/Test/Plum/r_85_100.jpg,Plum,"[5.027761684714002,9.242567898941765]"
17879,s3://p8marionflore/Test/Pitahaya Red/310_100.jpg,Pitahaya Red,"[0.29740623857061477,8.628162209087328]"
17880,s3://p8marionflore/Test/Fig/r_270_100.jpg,Fig,"[0.28084340223275767,5.39733651813557]"
17881,s3://p8marionflore/Test/Tomato Heart/74_100.jpg,Tomato Heart,"[10.534503817859239,8.340532036361473]"
17882,s3://p8marionflore/Test/Peach Flat/r_83_100.jpg,Peach Flat,"[6.096444268020578,-0.07170240103501438]"
17883,s3://p8marionflore/Test/Grapefruit White/44_100.jpg,Grapefruit White,"[3.760883064288136,-7.2260680397961945]"
17884,s3://p8marionflore/Test/Huckleberry/r_56_100.jpg,Huckleberry,"[2.808707990977921,10.602084104651615]"
17885,s3://p8marionflore/Test/Grapefruit White/326_100.jpg,Grapefruit White,"[4.204785784486941,-8.032966230063545]"
17886,s3://p8marionflore/Test/Pitahaya Red/252_100.jpg,Pitahaya Red,"[-1.300531898787334,7.223578812849308]"
17887,s3://p8marionflore/Test/Tomato not Ripened/43_100.jpg,Tomato not Ripened,"[5.154881644046954,3.0613049840371267]"
17888,s3://p8marionflore/Test/Clementine/r_45_100.jpg,Clementine,"[9.446879980258458,-3.0310445928102157]"
17889,s3://p8marionflore/Test/Pepper Red/264_100.jpg,Pepper Red,"[4.527408629150354,4.541169765729377]"
17890,s3://p8marionflore/Test/Pomelo Sweetie/r_96_100.jpg,Pomelo Sweetie,"[2.7506077430744904,-2.5328018174999873]"
17891,s3://p8marionflore/Test/Tomato not Ripened/56_100.jpg,Tomato not Ripened,"[3.1407466990354265,4.445694437701738]"
17892,s3://p8marionflore/Test/Pomelo Sweetie/r_86_100.jpg,Pomelo Sweetie,"[3.2996187545218603,-3.8172788059997007]"
17893,s3://p8marionflore/Test/Tangelo/r_151_100.jpg,Tangelo,"[8.98452362436795,-2.162915051478994]"
17894,s3://p8marionflore/Test/Physalis with Husk/319_100.jpg,Physalis with Husk,"[-5.409570289908542,4.074081832171002]"
17895,s3://p8marionflore/Test/Strawberry Wedge/r_252_100.jpg,Strawberry Wedge,"[-1.2836788879808705,5.747831417511107]"
17896,s3://p8marionflore/Test/Onion Red Peeled/9_100.jpg,Onion Red Peeled,"[6.436931071990499,6.0774728020183355]"
17897,s3://p8marionflore/Test/Mango Red/119_100.jpg,Mango Red,"[8.944727529339206,1.5987851947961478]"
17898,s3://p8marionflore/Test/Pepper Red/262_100.jpg,Pepper Red,"[4.720893142266209,5.419360451040411]"
17899,s3://p8marionflore/Test/Watermelon/r_64_100.jpg,Watermelon,"[-3.1711911597166758,4.414590597807401]"
17900,s3://p8marionflore/Test/Watermelon/r_86_100.jpg,Watermelon,"[-3.078130499136521,5.718598157373112]"
17901,s3://p8marionflore/Test/Watermelon/r_181_100.jpg,Watermelon,"[0.428962045874174,3.003438956456126]"
17902,s3://p8marionflore/Test/Watermelon/265_100.jpg,Watermelon,"[-2.8984519219306595,2.9800745374426647]"
17903,s3://p8marionflore/Test/Cauliflower/r_185_100.jpg,Cauliflower,"[-5.1186977070347135,2.264218725634348]"
17904,s3://p8marionflore/Test/Watermelon/126_100.jpg,Watermelon,"[-2.53799499424401,3.3333285480496486]"
17905,s3://p8marionflore/Test/Cauliflower/r2_220_100.jpg,Cauliflower,"[-4.554232794842944,3.432800934672039]"
17906,s3://p8marionflore/Test/Cauliflower/r_123_100.jpg,Cauliflower,"[-4.6974389474465825,3.293405241042297]"
17907,s3://p8marionflore/Test/Cauliflower/r_130_100.jpg,Cauliflower,"[-4.216705160973221,2.6555248365300086]"
17908,s3://p8marionflore/Test/Pineapple/231_100.jpg,Pineapple,"[-5.230739775162018,6.047633741959255]"
17909,s3://p8marionflore/Test/Raspberry/228_100.jpg,Raspberry,"[-2.064776529526345,4.516406042196548]"
17910,s3://p8marionflore/Test/Cauliflower/r2_55_100.jpg,Cauliflower,"[-5.618251055002967,4.796719478592048]"
17911,s3://p8marionflore/Test/Cauliflower/10_100.jpg,Cauliflower,"[-4.283635275934227,2.1987419917662483]"
17912,s3://p8marionflore/Test/Apple Golden 1/102_100.jpg,Apple Golden 1,"[-2.6180832076595464,-2.0455995482738194]"
17913,s3://p8marionflore/Test/Pineapple Mini/r_25_100.jpg,Pineapple Mini,"[-6.443081540863998,5.51243955942926]"
17914,s3://p8marionflore/Test/Pineapple Mini/r_172_100.jpg,Pineapple Mini,"[-4.880221451650323,2.463287071512466]"
17915,s3://p8marionflore/Test/Apple Golden 1/126_100.jpg,Apple Golden 1,"[-2.9514650267959803,-0.6479189788006527]"
17916,s3://p8marionflore/Test/Cucumber Ripe/r_114_100.jpg,Cucumber Ripe,"[0.37761783585803876,3.310316388888306]"
17917,s3://p8marionflore/Test/Cucumber Ripe/r_129_100.jpg,Cucumber Ripe,"[0.07742772656173649,6.150971311035531]"
17918,s3://p8marionflore/Test/Pear 2/r_255_100.jpg,Pear 2,"[4.397851714738089,-4.121853897173777]"
17919,s3://p8marionflore/Test/Raspberry/r_325_100.jpg,Raspberry,"[-0.7852782251533118,4.057896695533428]"
17920,s3://p8marionflore/Test/Lychee/94_100.jpg,Lychee,"[-4.961149130312181,2.1200234778928966]"
17921,s3://p8marionflore/Test/Pear Red/r2_89_100.jpg,Pear Red,"[4.471624293557413,-0.8936286172709739]"
17922,s3://p8marionflore/Test/Raspberry/r_310_100.jpg,Raspberry,"[1.6360775813436788,4.962088147169222]"
17923,s3://p8marionflore/Test/Pineapple/r_225_100.jpg,Pineapple,"[-4.161013994013423,4.677047859487743]"
17924,s3://p8marionflore/Test/Pineapple/r_79_100.jpg,Pineapple,"[-4.883550074678258,5.287653793670931]"
17925,s3://p8marionflore/Test/Pineapple/r_223_100.jpg,Pineapple,"[-3.9937479976105883,4.385471843127518]"
17926,s3://p8marionflore/Test/Lychee/79_100.jpg,Lychee,"[-4.095504977268023,2.2326705395109223]"
17927,s3://p8marionflore/Test/Lychee/r_182_100.jpg,Lychee,"[-3.9751974686649496,1.4167335444482885]"
17928,s3://p8marionflore/Test/Cantaloupe 1/r_129_100.jpg,Cantaloupe 1,"[0.4329451356786629,-4.452618536633029]"
17929,s3://p8marionflore/Test/Rambutan/166_100.jpg,Rambutan,"[-4.155431894386602,9.453850787933009]"
17930,s3://p8marionflore/Test/Cantaloupe 2/278_100.jpg,Cantaloupe 2,"[-2.758822394308561,2.095433915971035]"
17931,s3://p8marionflore/Test/Lychee/r_8_100.jpg,Lychee,"[-2.827991999559245,4.667539064429751]"
17932,s3://p8marionflore/Test/Pear Forelle/202_100.jpg,Pear Forelle,"[2.009582688888017,0.3264145222181043]"
17933,s3://p8marionflore/Test/Pepper Orange/r_80_100.jpg,Pepper Orange,"[2.249068578659821,0.7956031554913743]"
17934,s3://p8marionflore/Test/Cantaloupe 2/215_100.jpg,Cantaloupe 2,"[-1.4826515633004647,0.8239090635483478]"
17935,s3://p8marionflore/Test/Cantaloupe 2/218_100.jpg,Cantaloupe 2,"[-1.0693722074377936,0.14089792892302658]"
17936,s3://p8marionflore/Test/Cantaloupe 1/r_96_100.jpg,Cantaloupe 1,"[1.2239103337998758,-4.206699671371053]"
17937,s3://p8marionflore/Test/Pear 2/r2_101_100.jpg,Pear 2,"[3.715010443893901,-4.365397798015946]"
17938,s3://p8marionflore/Test/Nectarine/68_100.jpg,Nectarine,"[5.281439004080667,0.5678774156401473]"
17939,s3://p8marionflore/Test/Lychee/r_39_100.jpg,Lychee,"[-2.5137861393219816,3.3953535417978165]"
17940,s3://p8marionflore/Test/Pear 2/r2_129_100.jpg,Pear 2,"[-1.5275557262359964,-5.587208392652109]"
17941,s3://p8marionflore/Test/Cantaloupe 2/r_203_100.jpg,Cantaloupe 2,"[-3.126405982769834,1.9991909732383832]"
17942,s3://p8marionflore/Test/Pear Red/r_275_100.jpg,Pear Red,"[6.532079934619624,-0.0009863164323023563]"
17943,s3://p8marionflore/Test/Pear Red/r_134_100.jpg,Pear Red,"[5.089417228636711,-1.597336889646893]"
17944,s3://p8marionflore/Test/Pear Red/r_133_100.jpg,Pear Red,"[4.95559670380478,-1.023450701245141]"
17945,s3://p8marionflore/Test/Apple Red Yellow 1/38_100.jpg,Apple Red Yellow 1,"[4.817052695967221,2.603385161285469]"
17946,s3://p8marionflore/Test/Apple Crimson Snow/r_40_100.jpg,Apple Crimson Snow,"[2.1494219402322274,-2.5641312226934914]"
17947,s3://p8marionflore/Test/Lychee/r_27_100.jpg,Lychee,"[-3.2715789030049653,3.724243949412378]"
17948,s3://p8marionflore/Test/Orange/84_100.jpg,Orange,"[5.193607024200844,-5.272629247017349]"
17949,s3://p8marionflore/Test/Pear Forelle/r2_295_100.jpg,Pear Forelle,"[-1.8617228175514413,0.02869273431582975]"
17950,s3://p8marionflore/Test/Pear Forelle/r2_126_100.jpg,Pear Forelle,"[4.416777378192871,-2.298116255283945]"
17951,s3://p8marionflore/Test/Apple Red 3/r_99_100.jpg,Apple Red 3,"[1.1213081878660012,1.2559678687001044]"
17952,s3://p8marionflore/Test/Orange/r_40_100.jpg,Orange,"[3.2638940160012186,-4.236510059706686]"
17953,s3://p8marionflore/Test/Limes/155_100.jpg,Limes,"[-1.169680205094765,-4.6996893659540415]"
17954,s3://p8marionflore/Test/Cocos/r_181_100.jpg,Cocos,"[-2.545598191689803,8.908191612300888]"
17955,s3://p8marionflore/Test/Limes/238_100.jpg,Limes,"[-1.8635808902866469,-5.292139456211868]"
17956,s3://p8marionflore/Test/Apple Crimson Snow/r_62_100.jpg,Apple Crimson Snow,"[3.2668363540218985,-2.576702864815006]"
17957,s3://p8marionflore/Test/Pear Stone/r2_9_100.jpg,Pear Stone,"[-2.8073128383817973,2.7939948196590363]"
17958,s3://p8marionflore/Test/Limes/r_49_100.jpg,Limes,"[-0.11413380455334794,-5.059653861298778]"
17959,s3://p8marionflore/Test/Limes/146_100.jpg,Limes,"[-0.4659505128676779,-5.307758233097599]"
17960,s3://p8marionflore/Test/Apple Red 1/r_327_100.jpg,Apple Red 1,"[0.8505862326196598,-0.2951977548904689]"
17961,s3://p8marionflore/Test/Pear Stone/r2_33_100.jpg,Pear Stone,"[-2.578408231104597,2.306003154569251]"
17962,s3://p8marionflore/Test/Limes/233_100.jpg,Limes,"[-1.2031371639858381,-5.067344267292131]"
17963,s3://p8marionflore/Test/Pear Stone/r2_28_100.jpg,Pear Stone,"[-2.7738303640221096,1.9979979660802794]"
17964,s3://p8marionflore/Test/Mandarine/r_65_100.jpg,Mandarine,"[1.2501376077216524,-3.5654964160791414]"
17965,s3://p8marionflore/Test/Apple Red 3/44_100.jpg,Apple Red 3,"[4.776610929122173,2.2331975256996244]"
17966,s3://p8marionflore/Test/Orange/r_88_100.jpg,Orange,"[3.095210428928143,-4.192115607359083]"
17967,s3://p8marionflore/Test/Apple Red Yellow 1/51_100.jpg,Apple Red Yellow 1,"[3.686546259094232,-1.8242228848109572]"
17968,s3://p8marionflore/Test/Limes/137_100.jpg,Limes,"[0.024503803446216138,-5.586791365441472]"
17969,s3://p8marionflore/Test/Nectarine/r_78_100.jpg,Nectarine,"[9.453286040747686,3.9625903118296417]"
17970,s3://p8marionflore/Test/Orange/r_80_100.jpg,Orange,"[2.4374710668662547,-4.640085350426179]"
17971,s3://p8marionflore/Test/Onion White/121_100.jpg,Onion White,"[-0.21219321864829152,-0.043736789296256476]"
17972,s3://p8marionflore/Test/Apple Crimson Snow/r_66_100.jpg,Apple Crimson Snow,"[4.319222770998271,-1.77440083944153]"
17973,s3://p8marionflore/Test/Pepper Orange/r2_248_100.jpg,Pepper Orange,"[3.091409135209439,1.3532548221862633]"
17974,s3://p8marionflore/Test/Pear Stone/r2_42_100.jpg,Pear Stone,"[-2.8351392746631596,1.0455201551640447]"
17975,s3://p8marionflore/Test/Pepper Yellow/158_100.jpg,Pepper Yellow,"[6.374220694160976,-1.7120390265482708]"
17976,s3://p8marionflore/Test/Orange/r_321_100.jpg,Orange,"[2.172544427647305,-3.2607076459681528]"
17977,s3://p8marionflore/Test/Apple Crimson Snow/r_116_100.jpg,Apple Crimson Snow,"[10.912581594919361,-0.8698145338527332]"
17978,s3://p8marionflore/Test/Apple Crimson Snow/r_111_100.jpg,Apple Crimson Snow,"[10.278461631334833,-1.4546689073542955]"
17979,s3://p8marionflore/Test/Walnut/13_100.jpg,Walnut,"[-3.8586927945888907,6.064910370706131]"
17980,s3://p8marionflore/Test/Ginger Root/3_100.jpg,Ginger Root,"[-7.895730575432124,6.256554060089958]"
17981,s3://p8marionflore/Test/Kiwi/r_47_100.jpg,Kiwi,"[-2.087037098457472,2.281487223083574]"
17982,s3://p8marionflore/Test/Apple Red 3/r_60_100.jpg,Apple Red 3,"[4.142028825225781,4.819097309222728]"
17983,s3://p8marionflore/Test/Pear Stone/r_205_100.jpg,Pear Stone,"[-3.0166904029059145,1.271233089648897]"
17984,s3://p8marionflore/Test/Apple Braeburn/r_54_100.jpg,Apple Braeburn,"[11.219816045614918,0.015095323334206413]"
17985,s3://p8marionflore/Test/Peach/r_7_100.jpg,Peach,"[4.4647237824846355,0.1868610440948461]"
17986,s3://p8marionflore/Test/Nectarine/36_100.jpg,Nectarine,"[11.277624120762828,0.32021550142249294]"
17987,s3://p8marionflore/Test/Rambutan/r_132_100.jpg,Rambutan,"[-1.7896397423052948,9.077691697782639]"
17988,s3://p8marionflore/Test/Limes/r_56_100.jpg,Limes,"[-0.11772427257865775,-5.309507618601926]"
17989,s3://p8marionflore/Test/Pear Red/223_100.jpg,Pear Red,"[0.8855920554119164,-1.616925421561605]"
17990,s3://p8marionflore/Test/Pepper Orange/r_135_100.jpg,Pepper Orange,"[5.321383852166377,0.09799355113643111]"
17991,s3://p8marionflore/Test/Guava/84_100.jpg,Guava,"[-0.17828092353533012,-2.2950687772464726]"
17992,s3://p8marionflore/Test/Cocos/278_100.jpg,Cocos,"[-3.198516828314909,8.537656977768885]"
17993,s3://p8marionflore/Test/Pear Red/204_100.jpg,Pear Red,"[1.2070136445960067,-1.7200592396861563]"
17994,s3://p8marionflore/Test/Cocos/277_100.jpg,Cocos,"[-2.8121265953665215,8.980657158255973]"
17995,s3://p8marionflore/Test/Guava/120_100.jpg,Guava,"[-1.8125701382712303,-1.8428214808622407]"
17996,s3://p8marionflore/Test/Apple Red Yellow 1/65_100.jpg,Apple Red Yellow 1,"[1.514868472689415,-1.1456477547081283]"
17997,s3://p8marionflore/Test/Nectarine Flat/r2_169_100.jpg,Nectarine Flat,"[8.647060388282494,0.24119180452736735]"
17998,s3://p8marionflore/Test/Cucumber Ripe/198_100.jpg,Cucumber Ripe,"[-0.504838143678357,6.751978226277437]"
17999,s3://p8marionflore/Test/Potato White/r2_64_100.jpg,Potato White,"[-1.5918964364692623,0.9115463945158024]"
18000,s3://p8marionflore/Test/Apple Red 3/r_8_100.jpg,Apple Red 3,"[0.7966979081187899,0.32509851683308744]"
18001,s3://p8marionflore/Test/Apple Crimson Snow/122_100.jpg,Apple Crimson Snow,"[7.566410038307032,-1.6978950021154238]"
18002,s3://p8marionflore/Test/Kiwi/r_39_100.jpg,Kiwi,"[-2.3462706381291847,1.4031171768469182]"
18003,s3://p8marionflore/Test/Peach/73_100.jpg,Peach,"[2.0603540151742905,0.6985851777635481]"
18004,s3://p8marionflore/Test/Cocos/r_136_100.jpg,Cocos,"[-4.094626766983351,9.131496594168265]"
18005,s3://p8marionflore/Test/Strawberry/r_47_100.jpg,Strawberry,"[-2.526846710454747,3.796916592557026]"
18006,s3://p8marionflore/Test/Potato White/r2_39_100.jpg,Potato White,"[-4.6629770238946024,0.5981344955760293]"
18007,s3://p8marionflore/Test/Rambutan/r_250_100.jpg,Rambutan,"[-3.6634384255067034,9.357204968367567]"
18008,s3://p8marionflore/Test/Rambutan/r_182_100.jpg,Rambutan,"[-1.9777428760753866,9.006880678300805]"
18009,s3://p8marionflore/Test/Apple Red 1/r_60_100.jpg,Apple Red 1,"[1.3656437863078266,-0.17746033402067177]"
18010,s3://p8marionflore/Test/Plum 2/64_100.jpg,Plum 2,"[11.569968776037454,5.295603069660106]"
18011,s3://p8marionflore/Test/Apple Crimson Snow/104_100.jpg,Apple Crimson Snow,"[7.076182628907653,-1.674939323655455]"
18012,s3://p8marionflore/Test/Corn/r_153_100.jpg,Corn,"[-6.0246764622616364,4.452644541397343]"
18013,s3://p8marionflore/Test/Apple Crimson Snow/98_100.jpg,Apple Crimson Snow,"[6.473679990275619,-1.9628252844952907]"
18014,s3://p8marionflore/Test/Plum 2/r_85_100.jpg,Plum 2,"[8.086331652590562,7.34446443607764]"
18015,s3://p8marionflore/Test/Apple Red 1/r_77_100.jpg,Apple Red 1,"[3.3957173409970722,2.0689999866325683]"
18016,s3://p8marionflore/Test/Nectarine/r_97_100.jpg,Nectarine,"[13.529575005952397,3.0791422460774207]"
18017,s3://p8marionflore/Test/Mangostan/r_98_100.jpg,Mangostan,"[4.461699218861709,5.346052738808774]"
18018,s3://p8marionflore/Test/Guava/62_100.jpg,Guava,"[-1.092650541148175,-3.3935738290008604]"
18019,s3://p8marionflore/Test/Clementine/r_68_100.jpg,Clementine,"[8.562020955089602,-1.7685897755005244]"
18020,s3://p8marionflore/Test/Peach/80_100.jpg,Peach,"[2.4578258146782748,-0.4075490999602606]"
18021,s3://p8marionflore/Test/Apple Braeburn/r_62_100.jpg,Apple Braeburn,"[10.049544198139447,-0.4014052147364643]"
18022,s3://p8marionflore/Test/Tomato Heart/r2_12_100.jpg,Tomato Heart,"[7.6966618377735445,7.61058221509927]"
18023,s3://p8marionflore/Test/Plum 2/91_100.jpg,Plum 2,"[9.720721204845079,3.230788833127231]"
18024,s3://p8marionflore/Test/Apple Red 1/99_100.jpg,Apple Red 1,"[6.530886978429399,-0.7361508183398687]"
18025,s3://p8marionflore/Test/Mangostan/160_100.jpg,Mangostan,"[5.095459975188516,4.511055707288152]"
18026,s3://p8marionflore/Test/Nectarine Flat/r2_74_100.jpg,Nectarine Flat,"[7.6138807771799,0.192524718881999]"
18027,s3://p8marionflore/Test/Beetroot/r2_67_100.jpg,Beetroot,"[-1.9677337372464316,5.3600108412723575]"
18028,s3://p8marionflore/Test/Walnut/r2_238_100.jpg,Walnut,"[-3.383320725858364,8.988717122894439]"
18029,s3://p8marionflore/Test/Corn/r2_71_100.jpg,Corn,"[-5.564245891616413,2.9391510215100656]"
18030,s3://p8marionflore/Test/Strawberry/r_64_100.jpg,Strawberry,"[-3.260585454433742,2.977904166118296]"
18031,s3://p8marionflore/Test/Tomato Heart/r2_283_100.jpg,Tomato Heart,"[4.749604674499309,8.048234135903567]"
18032,s3://p8marionflore/Test/Potato Sweet/r_163_100.jpg,Potato Sweet,"[-1.7364288795089404,1.3736634615720025]"
18033,s3://p8marionflore/Test/Potato White/r2_48_100.jpg,Potato White,"[-4.324403044891415,-0.7514678014089948]"
18034,s3://p8marionflore/Test/Apple Red 1/91_100.jpg,Apple Red 1,"[6.349842103711975,0.04296775210233251]"
18035,s3://p8marionflore/Test/Strawberry/r_66_100.jpg,Strawberry,"[-3.3224186147818338,3.769876841336478]"
18036,s3://p8marionflore/Test/Tomato Heart/r2_292_100.jpg,Tomato Heart,"[4.425452566537986,7.739299924329518]"
18037,s3://p8marionflore/Test/Tomato Heart/305_100.jpg,Tomato Heart,"[9.437761713131554,6.672394141382472]"
18038,s3://p8marionflore/Test/Guava/r_275_100.jpg,Guava,"[-0.7810718149230285,-0.48249232016247834]"
18039,s3://p8marionflore/Test/Potato Sweet/r_162_100.jpg,Potato Sweet,"[-1.2759210322860952,2.1650269482006257]"
18040,s3://p8marionflore/Test/Potato White/108_100.jpg,Potato White,"[-4.760344640385706,1.1645073000677628]"
18041,s3://p8marionflore/Test/Guava/r_272_100.jpg,Guava,"[-0.49120434366220683,0.5965634018864033]"
18042,s3://p8marionflore/Test/Walnut/r_0_100.jpg,Walnut,"[-2.173635650100262,9.89676509910087]"
18043,s3://p8marionflore/Test/Apple Red 1/37_100.jpg,Apple Red 1,"[4.089563059393486,-0.10554080458150283]"
18044,s3://p8marionflore/Test/Nut Pecan/r2_143_100.jpg,Nut Pecan,"[-0.28357515840154174,5.923595567949087]"
18045,s3://p8marionflore/Test/Pepper Orange/117_100.jpg,Pepper Orange,"[3.614115975252479,3.5050242258303426]"
18046,s3://p8marionflore/Test/Walnut/r_302_100.jpg,Walnut,"[-2.337181206216181,10.941355499877826]"
18047,s3://p8marionflore/Test/Pomelo Sweetie/r2_80_100.jpg,Pomelo Sweetie,"[5.904200645733841,-2.3176457367306855]"
18048,s3://p8marionflore/Test/Apple Red Yellow 1/r_88_100.jpg,Apple Red Yellow 1,"[1.6364275021519497,0.558428703576944]"
18049,s3://p8marionflore/Test/Potato White/r_36_100.jpg,Potato White,"[-4.1912547946837,1.5248970591760558]"
18050,s3://p8marionflore/Test/Plum/r_323_100.jpg,Plum,"[6.1881656998692,6.426961725506916]"
18051,s3://p8marionflore/Test/Fig/r_284_100.jpg,Fig,"[1.302227510917315,8.166124978698667]"
18052,s3://p8marionflore/Test/Tomato Heart/296_100.jpg,Tomato Heart,"[10.52947370493026,7.185919218741366]"
18053,s3://p8marionflore/Test/Walnut/r2_114_100.jpg,Walnut,"[-2.6412375438416658,7.04645989610414]"
18054,s3://p8marionflore/Test/Melon Piel de Sapo/r2_258_100.jpg,Melon Piel de Sapo,"[-2.6882803965583166,10.526601780249251]"
18055,s3://p8marionflore/Test/Potato White/189_100.jpg,Potato White,"[-5.120744811881994,-0.33486317316124664]"
18056,s3://p8marionflore/Test/Walnut/r2_113_100.jpg,Walnut,"[-2.0035554448822412,8.03803954092568]"
18057,s3://p8marionflore/Test/Kiwi/81_100.jpg,Kiwi,"[-1.8425633071603058,4.442195356052209]"
18058,s3://p8marionflore/Test/Potato White/r_56_100.jpg,Potato White,"[-3.3082211422113206,-0.5723988881314788]"
18059,s3://p8marionflore/Test/Pomelo Sweetie/r2_52_100.jpg,Pomelo Sweetie,"[2.8816547489928386,-4.7687022033571695]"
18060,s3://p8marionflore/Test/Tomato Heart/299_100.jpg,Tomato Heart,"[9.608499417910362,7.269435993583176]"
18061,s3://p8marionflore/Test/Onion Red/r2_198_100.jpg,Onion Red,"[-0.4378985327312479,5.1882737375044465]"
18062,s3://p8marionflore/Test/Tomato Heart/258_100.jpg,Tomato Heart,"[7.8373222574625645,7.451247941500118]"
18063,s3://p8marionflore/Test/Potato White/r_47_100.jpg,Potato White,"[-2.8559001272120508,-0.3285354908292536]"
18064,s3://p8marionflore/Test/Melon Piel de Sapo/r2_124_100.jpg,Melon Piel de Sapo,"[-3.3083216183782342,7.794548584751802]"
18065,s3://p8marionflore/Test/Corn/r_53_100.jpg,Corn,"[-4.9365931500793465,1.952554259081496]"
18066,s3://p8marionflore/Test/Pear/43_100.jpg,Pear,"[-1.7590454685309829,-3.7675760488541608]"
18067,s3://p8marionflore/Test/Pitahaya Red/255_100.jpg,Pitahaya Red,"[-0.4072716406661149,6.25686943742188]"
18068,s3://p8marionflore/Test/Pear Stone/280_100.jpg,Pear Stone,"[-4.454736237814984,2.600353946580967]"
18069,s3://p8marionflore/Test/Fig/r2_117_100.jpg,Fig,"[-0.8172574321194604,5.29492297388836]"
18070,s3://p8marionflore/Test/Apricot/r_38_100.jpg,Apricot,"[4.9753021666444255,-1.7782951639247007]"
18071,s3://p8marionflore/Test/Pitahaya Red/253_100.jpg,Pitahaya Red,"[-0.31789090441639345,7.162130640088199]"
18072,s3://p8marionflore/Test/Pomelo Sweetie/r2_161_100.jpg,Pomelo Sweetie,"[3.386637416239168,-3.4140572248962844]"
18073,s3://p8marionflore/Test/Pepper Orange/38_100.jpg,Pepper Orange,"[5.146239835049696,3.3319306365992127]"
